contract_address,prompt_tokens,completion_tokens,total_tokens,score,ground_truth,predicted,precision,recall,f1_score,overflow,access_control,dangerous_call,logic_error,replay_race
0x12E29d7d6fD63f0f12040Fcd1bf9021919b0E4fA,105870,1000,106870,0.4000,dangerous_call,access_control:dangerous_call:overflow:replay_race,0.2500,1.0000,0.4000,0.0,0.0,1.0,1.0,0.0
0x14c7a2cE7482C3c66897dcAe3EEd5d62985f5E86,10768,837,11605,0.2000,logic_error,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,0.0,1.0,0.0
0x17E4cc902015958839e693f179F49C75696381CE,20975,842,21817,0.4000,logic_error,access_control:logic_error:overflow:replay_race,0.2500,1.0000,0.4000,0.0,0.0,1.0,1.0,0.0
0x173905A75a0244fcb20DB32DbaCfAdD3996CC702,8909,816,9725,0.2000,logic_error,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,0.0,1.0,0.0
0x14Fb4c93Fe461EC3F9F22B61aB7030F258867969,13846,864,14710,0.2000,access_control,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,1.0,0.0,0.0,0.0
0x15aDB79e6AF601551A64060AeBBEdd39D929C5a7,8162,634,8796,0.4000,overflow,dangerous_call:logic_error:overflow:replay_race,0.2500,1.0000,0.4000,1.0,1.0,0.0,0.0,0.0
0x17CBA58578eecAEE898242a02eDac75b8CC17231,22021,709,22730,0.4000,dangerous_call,access_control:dangerous_call:logic_error:replay_race,0.2500,1.0000,0.4000,1.0,0.0,1.0,0.0,0.0
0x12F9cf26A436B67728480DF770416F9be5605d77,28882,1142,30024,0.4000,overflow,access_control:logic_error,0.0000,0.0000,0.0000,0.0,0.0,1.0,0.0,1.0
0x17e63292C5E70C5968f7e908E65d742D7ABBcfdd,16831,692,17523,0.2000,dangerous_call,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,1.0,0.0,0.0
0x19AEA60E2FD6AC54EcF2576292C8Fc7046429C37,13617,809,14426,0.2000,overflow,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,1.0,0.0,0.0,0.0,0.0
0x198cF24375ecCDf599c624d10F0C6fb9b75ec215,18319,629,18948,0.2000,dangerous_call,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,1.0,0.0,0.0
0x14d9779B6585F3A7d4f768383B3cb030705dad2e,13996,620,14616,0.6000,access_control,overflow,0.0000,0.0000,0.0000,0.0,0.0,1.0,1.0,1.0

average,22381,810,23191,0.3080,,,0.1953,0.7700,0.3043,0.3200,0.1000,0.5800,0.3000,0.2400
