contract_address,prompt_tokens,completion_tokens,total_tokens,score,ground_truth,predicted,precision,recall,f1_score,overflow,access_control,dangerous_call,logic_error,replay_race
0x12E29d7d6fD63f0f12040Fcd1bf9021919b0E4fA,105870,1000,106870,0.4000,dangerous_call,access_control:dangerous_call:overflow:replay_race,0.2500,1.0000,0.4000,0.0,0.0,1.0,1.0,0.0
0x14c7a2cE7482C3c66897dcAe3EEd5d62985f5E86,10768,837,11605,0.2000,logic_error,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,0.0,1.0,0.0
0x17E4cc902015958839e693f179F49C75696381CE,20975,842,21817,0.4000,logic_error,access_control:logic_error:overflow:replay_race,0.2500,1.0000,0.4000,0.0,0.0,1.0,1.0,0.0
0x173905A75a0244fcb20DB32DbaCfAdD3996CC702,8909,816,9725,0.2000,logic_error,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,0.0,1.0,0.0
0x14Fb4c93Fe461EC3F9F22B61aB7030F258867969,13846,864,14710,0.2000,access_control,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,1.0,0.0,0.0,0.0
0x15aDB79e6AF601551A64060AeBBEdd39D929C5a7,8162,634,8796,0.4000,overflow,dangerous_call:logic_error:overflow:replay_race,0.2500,1.0000,0.4000,1.0,1.0,0.0,0.0,0.0
0x17CBA58578eecAEE898242a02eDac75b8CC17231,22021,709,22730,0.4000,dangerous_call,access_control:dangerous_call:logic_error:replay_race,0.2500,1.0000,0.4000,1.0,0.0,1.0,0.0,0.0
0x12F9cf26A436B67728480DF770416F9be5605d77,28882,1142,30024,0.4000,overflow,access_control:logic_error,0.0000,0.0000,0.0000,0.0,0.0,1.0,0.0,1.0
0x17e63292C5E70C5968f7e908E65d742D7ABBcfdd,16831,692,17523,0.2000,dangerous_call,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,1.0,0.0,0.0
0x19AEA60E2FD6AC54EcF2576292C8Fc7046429C37,13617,809,14426,0.2000,overflow,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,1.0,0.0,0.0,0.0,0.0
0x198cF24375ecCDf599c624d10F0C6fb9b75ec215,18319,629,18948,0.2000,dangerous_call,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,1.0,0.0,0.0
0x14d9779B6585F3A7d4f768383B3cb030705dad2e,13996,620,14616,0.6000,access_control,overflow,0.0000,0.0000,0.0000,0.0,0.0,1.0,1.0,1.0
0x1e797Ce986C3CFF4472F7D38d5C4aba55DfEFE40,10560,589,11149,0.2000,overflow,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,1.0,0.0,0.0,0.0,0.0
0x1E61529215ebeeB967F6D799058382cdDDb148B1,9507,807,10314,0.8000,dangerous_call,dangerous_call:replay_race,0.5000,1.0000,0.6667,1.0,1.0,1.0,1.0,0.0
0x1Da1BcfBE6c073d1b5f77F5fA57375D79D6a0Ff3,10516,753,11269,0.4000,logic_error,access_control:logic_error:overflow:replay_race,0.2500,1.0000,0.4000,0.0,0.0,1.0,1.0,0.0
0x2066a2E0cd7f19589f582E2FC9Af9669Cc9e02F1,5877,609,6486,0.4000,overflow,access_control:logic_error:overflow:replay_race,0.2500,1.0000,0.4000,1.0,0.0,1.0,0.0,0.0
0x200ceF00486dcF58E6Cd4Cb68F155f6A0a58E129,16038,785,16823,0.8000,overflow,access_control:overflow,0.5000,1.0000,0.6667,1.0,0.0,1.0,1.0,1.0
0x19e6cA4150156c3A5281bb7F5BD8574618865C22,10548,832,11380,0.4000,logic_error,access_control:dangerous_call:logic_error:replay_race,0.2500,1.0000,0.4000,1.0,0.0,0.0,1.0,0.0
0x1b5ED05690A6B04533F09185AFE03Ff2371835C2,9417,959,10376,0.2000,logic_error,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,0.0,1.0,0.0
0x21E5E0a1433A7626605db64B69A47e6Eb8480ffB,18049,514,18563,0.6000,overflow,logic_error,0.0000,0.0000,0.0000,0.0,1.0,1.0,0.0,1.0
0x22C84BA1f050f4ED6EED40D8A982340D1A5832B4,8559,597,9156,0.4000,logic_error,access_control:dangerous_call:logic_error:replay_race,0.2500,1.0000,0.4000,1.0,0.0,0.0,1.0,0.0
0x23B81010b25645A25a8cFEfCDbaaBF841d2c9B9b,15738,446,16184,1.0000,dangerous_call,dangerous_call,1.0000,1.0000,1.0000,1.0,1.0,1.0,1.0,1.0
0x2160E6c0aE8cA7D62fE1F57fC049F8363283Ff5f,9612,1393,11005,0.2000,logic_error,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,0.0,1.0,0.0
0x2604FA406Be957E542BEb89E6754fCdE6815e83f,12089,648,12737,0.2000,overflow,access_control:dangerous_call:logic_error,0.0000,0.0000,0.0000,0.0,0.0,0.0,0.0,1.0
0x26fE5848CF08A00936BFBDaec890Da57C6E59ed6,15694,414,16108,0.2000,dangerous_call,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,1.0,0.0,0.0
0x2636E24D8c1c820eE786aA16Df2085f852b677f5,9039,876,9915,0.2000,logic_error,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,0.0,1.0,0.0
0x22d982a8B875Cc0f8994cd8a4a70872161fdc000,33112,930,34042,0.2000,logic_error,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,0.0,1.0,0.0
0x212dbc29bD9B67a6F6231a8DcA2640BD9636639A,60621,1591,62212,0.2000,overflow,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,1.0,0.0,0.0,0.0,0.0
0x2a94330F5CF4f7C744A2be5716d215d2dD756c4E,16536,656,17192,0.6000,dangerous_call,access_control:dangerous_call:logic_error,0.3333,1.0000,0.5000,1.0,0.0,1.0,0.0,1.0
0x26D08B9d227933A85e855656DC46aB889E183C88,17236,1405,18641,0.2000,overflow,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,1.0,0.0,0.0,0.0,0.0
0x27f706edde3aD952EF647Dd67E24e38CD0803DD6,17826,971,18797,0.2000,logic_error,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,0.0,1.0,0.0
0x2da4bb51E59D0b156B5e19Bb3F8eFf0279E1ffA2,11783,706,12489,0.2000,logic_error,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,0.0,1.0,0.0
0x2046f6C27E93a3c9D7780c834A067deE572EFa20,69151,2169,71320,0.6000,logic_error,access_control:logic_error:replay_race,0.3333,1.0000,0.5000,1.0,0.0,1.0,1.0,0.0
0x2de9b766701b4D1468ae44B376DcA65d31db243F,13285,789,14074,0.2000,overflow,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,1.0,0.0,0.0,0.0,0.0
0x301A0501c08E347B062B3c928FD4d0155F367855,9366,630,9996,0.6000,overflow,access_control:logic_error:overflow,0.3333,1.0000,0.5000,1.0,0.0,1.0,0.0,1.0
0x30DdA19C0b94a88eD8784868Ec1e9375d9F0E27c,11410,676,12086,0.2000,overflow,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,1.0,0.0,0.0,0.0,0.0
0x31041F1b393C46E324d9A23406E39A13705eb204,11357,554,11911,0.4000,overflow,access_control:logic_error:overflow:replay_race,0.2500,1.0000,0.4000,1.0,0.0,1.0,0.0,0.0
0x2d856e799b8Ad85A3af7E9a4ED6bED685e797ef3,38485,1483,39968,0.6000,overflow,access_control:logic_error:overflow,0.3333,1.0000,0.5000,1.0,0.0,1.0,0.0,1.0
0x3139aD55aa700E449A0AC6eC55972A7391Aa35ce,18865,745,19610,0.2000,dangerous_call,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,1.0,0.0,0.0
0x3154da898943Fc7151bc77F16E43C0C47b5E452d,14260,645,14905,0.2000,dangerous_call,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,1.0,0.0,0.0
0x2e208Cf41b721C3Cb4Ac78CC05938619bdcCc0d0,12373,1652,14025,0.2000,dangerous_call,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,1.0,0.0,0.0
0x31a7d1a302c1eC79aD6f43a281E8890460E3b227,5194,679,5873,0.6000,overflow,access_control:logic_error:overflow,0.3333,1.0000,0.5000,1.0,0.0,1.0,0.0,1.0
0x32CEb540334300bCD53836a25a4bd64D607BaBD8,18672,778,19450,0.2000,dangerous_call,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,1.0,0.0,0.0
0x33100e018d138676631542d7c6577953f721c57b,9604,701,10305,0.6000,logic_error,access_control:dangerous_call:logic_error,0.3333,1.0000,0.5000,1.0,0.0,0.0,1.0,1.0
0x36b0aBFa331cAF85EAD376B59FeA780bc20BB593,18766,572,19338,0.2000,dangerous_call,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,1.0,0.0,0.0
0x3460f675d521b4c673D437E6525164E2c189DD49,21866,665,22531,0.4000,overflow,access_control:replay_race,0.0000,0.0000,0.0000,0.0,0.0,1.0,1.0,0.0
0x36F0dEB0AF8ab453b6B4FCc8B0b7Fe2f1b44E55F,28546,588,29134,0.2000,dangerous_call,access_control:logic_error:replay_race,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0,0.0
0x38d1B0D157529Bd5D936719A8a5F8379aFB24fAA,22340,702,23042,0.4000,dangerous_call,access_control:overflow,0.0000,0.0000,0.0000,0.0,0.0,0.0,1.0,1.0
0x373604ee6f3bCE3b7126BB38f54CE6fD5eC59803,26705,840,27545,0.4000,dangerous_call,access_control:dangerous_call:logic_error:replay_race,0.2500,1.0000,0.4000,1.0,0.0,1.0,0.0,0.0
0x2c594E1cB006E86C3879b1d8191a8B059AF52bE7,25960,796,26756,0.2000,dangerous_call,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,1.0,0.0,0.0
0x3A05efDe3003a7181c22D7CE3c13445C54aaDD69,18240,813,19053,0.8000,dangerous_call,access_control:dangerous_call,0.5000,1.0000,0.6667,1.0,0.0,1.0,1.0,1.0
0x3AC6cb00f5a44712022a51fbace4C7497F56eE31,12927,791,13718,0.4000,dangerous_call:replay_race,access_control:dangerous_call:logic_error:overflow:replay_race,0.4000,1.0000,0.5714,0.0,0.0,1.0,0.0,1.0
0x30a46C0f2622f6357870D46C298af0844e0Cd99a,583359,4546,587905,0.0000,,,0.0000,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0
0x3DF0c635946FDe2785528FD32803Ea1bd59C9d80,9657,1001,10658,0.4000,logic_error,access_control:dangerous_call:logic_error:overflow,0.2500,1.0000,0.4000,0.0,0.0,0.0,1.0,1.0
0x3c294199C9d2E3f25A59bfc2DB3568b220Bb63c7,42677,1248,43925,0.2000,dangerous_call,access_control:logic_error:replay_race,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0,0.0
0x3a4087FC4309DCBf04770506Ea45788BB0BFDa65,10251,744,10995,0.8000,logic_error,access_control:logic_error,0.5000,1.0000,0.6667,1.0,0.0,1.0,1.0,1.0
0x3686986e559f257CfAccB44F17af5b245E45814F,0,0,0,0.0000,,,0.0000,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0
0x3a85C1f81fDB1BBb3bC06159058645E709c0cbB8,15979,1081,17060,0.2000,dangerous_call,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,1.0,0.0,0.0
0x2Ef27BF41236bD859a95209e17a43Fbd26851f92,0,0,0,0.0000,,,0.0000,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0
0x3A302f4332c3dd4E5f9E04Df745a68CdbDe8C8bE,72597,1331,73928,0.2000,overflow,access_control:logic_error:replay_race,0.0000,0.0000,0.0000,0.0,0.0,1.0,0.0,0.0
0x3F17Af8d4e950eCCE6f24bFaf0E43a56d8FB3491,9167,738,9905,0.2000,logic_error,access_control:dangerous_call:logic_error:overflow:replay_race,0.2000,1.0000,0.3333,0.0,0.0,0.0,1.0,0.0
0x2Ab53554B56fb29c4240D08a23A5e74dAa5A825e,0,0,0,0.0000,,,0.0000,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0

average,25884,849,26734,0.3260,,,0.2092,0.7750,0.3192,0.3900,0.0800,0.5500,0.3500,0.2600
